Time,AvgQueue
10.00000000000000000000,0.04898923784785211982
20.00000000000000000000,0.04778452033585616626
30.00000000000000000000,0.04414208889252495271
40.00000000000000000000,0.05303376083660962109
50.00000000000000000000,0.06235492452234958627
60.00000000000000000000,0.04661197913948072341
70.00000000000000000000,0.05908035695988839153
80.00000000000000000000,0.04902213363868824364
90.00000000000000000000,0.05867094645449974499
100.00000000000000000000,0.04888431254448430407
110.00000000000000000000,0.04861316773204507613
120.00000000000000000000,0.04730081333498635521
130.00000000000000000000,0.04509128491484040713
140.00000000000000000000,0.06508251971498871247
150.00000000000000000000,0.04491981367510155393
160.00000000000000000000,0.05802879047424050474
170.00000000000000000000,0.05476828274717959744
180.00000000000000000000,0.05258035951112827178
190.00000000000000000000,0.04841484389383377690
200.00000000000000000000,0.06111285686948244450
210.00000000000000000000,0.05096628460940435396
220.00000000000000000000,0.06808401682756634599
230.00000000000000000000,0.05783327507282529090
240.00000000000000000000,0.04910651572104634405
250.00000000000000000000,0.05034002695146445189
260.00000000000000000000,0.05627560337147298475
270.00000000000000000000,0.05738468858926436961
280.00000000000000000000,0.05366363236805609532
290.00000000000000000000,0.05627070926148301094
300.00000000000000000000,0.05494177171869216864
310.00000000000000000000,0.05712573359670425344
320.00000000000000000000,0.05177310369528644735
330.00000000000000000000,0.06220422284884562225
340.00000000000000000000,0.05440566155002162646
350.00000000000000000000,0.05403181765322970231
360.00000000000000000000,0.05788902336803383036
370.00000000000000000000,0.05588722065396965061
380.00000000000000000000,0.05301581073150963413
390.00000000000000000000,0.05032252922403441381
400.00000000000000000000,0.05459893606871660254
410.00000000000000000000,0.05538975263718824010
420.00000000000000000000,0.04620876307206004535
430.00000000000000000000,0.05608298634642666647
440.00000000000000000000,0.05493322487202552395
450.00000000000000000000,0.05070946586133929374
460.00000000000000000000,0.05044080299378989746
470.00000000000000000000,0.05316851561343397675
480.00000000000000000000,0.05647203147025907366
490.00000000000000000000,0.05039286162132212976
500.00000000000000000000,0.05091200282200464278
510.00000000000000000000,0.04731203196694995505
520.00000000000000000000,0.05132455188881224900
530.00000000000000000000,0.05007277516024189606
540.00000000000000000000,0.05090663595718920853
550.00000000000000000000,0.05585272126527308922
560.00000000000000000000,0.05096657866744597892
570.00000000000000000000,0.05440333399955228633
580.00000000000000000000,0.05162369119638386683
590.00000000000000000000,0.05224544543457543266
600.00000000000000000000,0.05532701704498999701
610.00000000000000000000,0.04841246698542215482
620.00000000000000000000,0.05435881806955202705
630.00000000000000000000,0.05510433632556401701
640.00000000000000000000,0.04754282476873051416
650.00000000000000000000,0.05243424539055745875
660.00000000000000000000,0.05868383304185709193
670.00000000000000000000,0.04848088357612004295
680.00000000000000000000,0.04998749072388849329
690.00000000000000000000,0.05362597842059141362
700.00000000000000000000,0.05183594578603166469
710.00000000000000000000,0.05381399569081672662
720.00000000000000000000,0.05314062613748728875
730.00000000000000000000,0.05121595213605591168
740.00000000000000000000,0.05533536393110574658
750.00000000000000000000,0.04769557172050420402
760.00000000000000000000,0.05722896563966613226
770.00000000000000000000,0.05025128394046354807
780.00000000000000000000,0.05695231677456264602
790.00000000000000000000,0.05386110719414460152
800.00000000000000000000,0.05342929415859157261
810.00000000000000000000,0.05052570122967049715
820.00000000000000000000,0.05410192906664362811
830.00000000000000000000,0.05261107241116596417
840.00000000000000000000,0.05291502644995926818
850.00000000000000000000,0.05471431206905710831
860.00000000000000000000,0.05582908776145054097
870.00000000000000000000,0.05390405700864790012
880.00000000000000000000,0.05564944654913354938
890.00000000000000000000,0.04908392529596443399
900.00000000000000000000,0.05159451099848876010
910.00000000000000000000,0.04850178839432395250
920.00000000000000000000,0.05067994155734628636
930.00000000000000000000,0.05092636735140248366
940.00000000000000000000,0.05220579233079298415
950.00000000000000000000,0.04902232143681523047
960.00000000000000000000,0.05106210791695460494
970.00000000000000000000,0.04716153585721086922
980.00000000000000000000,0.05257726350747905092
990.00000000000000000000,0.05448173756462084544
1000.00000000000000000000,0.05090771737984702699
1010.00000000000000000000,0.04927557242464006282
1020.00000000000000000000,0.05239260106735686012
1030.00000000000000000000,0.05734823668199249408
1040.00000000000000000000,0.05116755248104652015
1050.00000000000000000000,0.05368305759194180737
1060.00000000000000000000,0.05184433361021202613
1070.00000000000000000000,0.05235276371083311120
1080.00000000000000000000,0.05388972389074660196
1090.00000000000000000000,0.05297393566211541782
1100.00000000000000000000,0.05473448460593471204
1110.00000000000000000000,0.04940711826575365506
1120.00000000000000000000,0.05476575283278108802
1130.00000000000000000000,0.04860075407776897477
1140.00000000000000000000,0.05615943118026750502
1150.00000000000000000000,0.05117372255640046524
1160.00000000000000000000,0.05154237874157312216
1170.00000000000000000000,0.05155657284433137061
1180.00000000000000000000,0.05068939779028394654
1190.00000000000000000000,0.05134686176487089637
1200.00000000000000000000,0.05371999597918185321
1210.00000000000000000000,0.05225079296699895043
1220.00000000000000000000,0.05579774473656904515
1230.00000000000000000000,0.05042942509385980876
1240.00000000000000000000,0.05040881889317320314
1250.00000000000000000000,0.05406192083224192063
1260.00000000000000000000,0.05122753567672011510
1270.00000000000000000000,0.05113206849500376294
1280.00000000000000000000,0.05236051282646968230
1290.00000000000000000000,0.05598532129920326395
1300.00000000000000000000,0.05254863030203098251
1310.00000000000000000000,0.05339262956075227495
1320.00000000000000000000,0.05131915208174844117
1330.00000000000000000000,0.05575342742811093683
1340.00000000000000000000,0.05394522251484323155
1350.00000000000000000000,0.05188929499232896453
1360.00000000000000000000,0.05082543702441122413
1370.00000000000000000000,0.04921312280242701176
1380.00000000000000000000,0.05199918833985318206
1390.00000000000000000000,0.05217276948481298221
1400.00000000000000000000,0.05445063590875354881
1410.00000000000000000000,0.05343031930623841352
1420.00000000000000000000,0.05051199205051467439
1430.00000000000000000000,0.05060848869799629973
1440.00000000000000000000,0.05040652559178870895
1450.00000000000000000000,0.05201746076800619484
1460.00000000000000000000,0.05217848397038635927
1470.00000000000000000000,0.05424816897805782856
1480.00000000000000000000,0.05245987683211688485
1490.00000000000000000000,0.05017766449544072693
1500.00000000000000000000,0.05142450059407557839
1510.00000000000000000000,0.05298126860071682154
1520.00000000000000000000,0.05325541805803977319
1530.00000000000000000000,0.05615181537962558173
1540.00000000000000000000,0.05537998645992005253
1550.00000000000000000000,0.05161287222500895305
1560.00000000000000000000,0.05225803834597153585
1570.00000000000000000000,0.05325746455864065892
1580.00000000000000000000,0.05135169917009627105
1590.00000000000000000000,0.05434561737663255038
1600.00000000000000000000,0.05137535565446291197
